! R140 Conversion
! Date: 2024-08-14 14:49:34
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
5.60000000E+9      7.26609000E+1      2.21808800E+1      6.91012600E+0      3.05265200E-1      -6.09692400E-1      -4.28094000E-1
5.65000000E+9      7.25719200E+1      2.23389800E+1      7.02153000E+0      3.07818800E-1      -6.12283400E-1      -4.23246600E-1
5.70000000E+9      7.24496200E+1      2.25047800E+1      7.13623800E+0      3.10626800E-1      -6.15713000E-1      -4.19801600E-1
5.75000000E+9      7.23170000E+1      2.26826600E+1      7.25573400E+0      3.13656000E-1      -6.18091800E-1      -4.13352000E-1
5.80000000E+9      7.21837400E+1      2.28547400E+1      7.37435000E+0      3.16619000E-1      -6.20347200E-1      -4.10460800E-1
5.85000000E+9      7.20430400E+1      2.30270800E+1      7.49400000E+0      3.19629000E-1      -6.22722000E-1      -4.05621400E-1
5.90000000E+9      7.18963200E+1      2.32026000E+1      7.61566400E+0      3.22722600E-1      -6.23676800E-1      -4.00778600E-1
5.95000000E+9      7.17228600E+1      2.33508200E+1      7.72927200E+0      3.25570400E-1      -6.24624400E-1      -3.96624800E-1
6.00000000E+9      7.15524000E+1      2.34927600E+1      7.84160000E+0      3.28329800E-1      -6.25556600E-1      -3.92877000E-1
6.25000000E+9      7.11092200E+1      2.45579800E+1      8.53870000E+0      3.45359000E-1      -6.33164000E-1      -3.69241000E-1
6.50000000E+9      7.03827800E+1      2.52270000E+1      9.12217400E+0      3.58426600E-1      -6.39563000E-1      -3.52892400E-1
6.75000000E+9      6.96433600E+1      2.59351200E+1      9.73892400E+0      3.72398800E-1      -6.44247400E-1      -3.30600200E-1
7.00000000E+9      6.89056600E+1      2.65524000E+1      1.03400200E+1      3.85344200E-1      -6.50093600E-1      -3.17263800E-1
7.25000000E+9      6.81545400E+1      2.71377200E+1      1.09453800E+1      3.98178800E-1      -6.53459200E-1      -2.99167000E-1
7.50000000E+9      6.74341600E+1      2.76833000E+1      1.15504400E+1      4.10523200E-1      -6.56099800E-1      -2.85064800E-1
7.75000000E+9      6.66060000E+1      2.81437600E+1      1.21339800E+1      4.22540800E-1      -6.60938800E-1      -2.68496400E-1
8.00000000E+9      6.58986000E+1      2.85274800E+1      1.26961800E+1      4.32899600E-1      -6.60783400E-1      -2.53335400E-1
8.25000000E+9      6.50955400E+1      2.89597400E+1      1.32913400E+1      4.44880200E-1      -6.61963800E-1      -2.43687600E-1
8.50000000E+9      6.44296800E+1      2.92965800E+1      1.38533600E+1      4.54705800E-1      -6.62410800E-1      -2.31129800E-1
8.75000000E+9      6.36928400E+1      2.97803000E+1      1.44962800E+1      4.67561000E-1      -6.65419600E-1      -2.22899400E-1
9.00000000E+9      6.30670800E+1      3.01558400E+1      1.50984800E+1      4.78155000E-1      -6.64438600E-1      -2.07728400E-1
9.25000000E+9      6.23630000E+1      3.05660800E+1      1.57290000E+1      4.90131600E-1      -6.67359400E-1      -1.98739400E-1
9.50000000E+9      6.17387000E+1      3.10526400E+1      1.64112400E+1      5.02969000E-1      -6.67512000E-1      -1.88303200E-1
